"Gene One","Gene Two","Pearson's r-value","P-Value"
"LOC_Os01g08420","LOC_Os08g05030","0.770062","0.0"
"LOC_Os01g08420","LOC_Os08g05840","0.718233","0.0"
"LOC_Os01g08420","LOC_Os08g06230","0.737628","0.0"
"LOC_Os01g08420","LOC_Os08g06344","0.749048","0.0"
"LOC_Os01g08420","LOC_Os08g06480","0.800791","0.0"
"LOC_Os01g08420","LOC_Os08g06490","0.717413","0.0"
"LOC_Os01g08420","LOC_Os08g06800","0.720732","0.0"
"LOC_Os01g08420","LOC_Os08g07300","0.724662","0.0"
"LOC_Os01g08420","LOC_Os08g07440","0.732709","0.0"
"LOC_Os01g08420","LOC_Os08g08000","0.80961","0.0"
"LOC_Os01g08420","LOC_Os08g08190","0.721474","0.0"
"LOC_Os01g08420","LOC_Os08g08200","0.752576","0.0"
"LOC_Os01g08420","LOC_Os08g08210","0.848377","0.0"
"LOC_Os01g08420","LOC_Os08g08586","0.770999","0.0"
"LOC_Os01g08420","LOC_Os08g08830","0.882327","0.0"
"LOC_Os01g08420","LOC_Os08g09860","0.778337","0.0"
"LOC_Os01g08420","LOC_Os08g10590","0.818082","0.0"
"LOC_Os01g08420","LOC_Os08g11720","0.708422","1.4E-44"
"LOC_Os01g08420","LOC_Os08g12760","0.722784","0.0"
"LOC_Os01g08420","LOC_Os08g12830","0.707643","2.0E-44"
"LOC_Os01g08420","LOC_Os08g13320","0.748314","0.0"
"LOC_Os01g08420","LOC_Os08g13469","0.835983","0.0"
"LOC_Os01g08420","LOC_Os08g13780","0.710556","5.6E-45"
"LOC_Os01g08420","LOC_Os08g13930","0.716901","0.0"
"LOC_Os01g08420","LOC_Os08g14770","0.740471","0.0"
"LOC_Os01g08420","LOC_Os08g15080","0.768873","0.0"
"LOC_Os01g08420","LOC_Os08g15444","0.777522","0.0"
"LOC_Os01g08420","LOC_Os08g15590","0.78299","0.0"
"LOC_Os01g08420","LOC_Os08g16780","0.768035","0.0"
"LOC_Os01g08420","LOC_Os08g16914","0.737139","0.0"
"LOC_Os01g08420","LOC_Os08g17080","0.709997","7.0E-45"
"LOC_Os01g08420","LOC_Os08g17400","0.823727","0.0"
"LOC_Os01g08420","LOC_Os08g19105","0.725147","0.0"
"LOC_Os01g08420","LOC_Os08g19170","0.705223","5.0E-44"
"LOC_Os01g08420","LOC_Os08g19370","0.768237","0.0"
"LOC_Os01g08420","LOC_Os08g19480","0.721845","0.0"
"LOC_Os01g08420","LOC_Os08g19830","0.75619","0.0"
"LOC_Os01g08420","LOC_Os08g20636","0.708644","1.3E-44"
"LOC_Os01g08420","LOC_Os08g20660","0.85893","0.0"
"LOC_Os01g08420","LOC_Os08g21570","0.740507","0.0"
"LOC_Os01g08420","LOC_Os08g21590","0.726299","0.0"
"LOC_Os01g08420","LOC_Os08g22200","0.80278","0.0"
"LOC_Os01g08420","LOC_Os08g23100","0.740649","0.0"
"LOC_Os01g08420","LOC_Os08g23320","0.79765","0.0"
"LOC_Os01g08420","LOC_Os08g23700","0.802473","0.0"
"LOC_Os01g08420","LOC_Os08g23930","0.707578","2.0E-44"
"LOC_Os01g08420","LOC_Os08g24760","0.705901","3.9E-44"
"LOC_Os01g08420","LOC_Os08g25130","0.720268","0.0"
"LOC_Os01g08420","LOC_Os08g27630","0.717705","0.0"
"LOC_Os01g08420","LOC_Os08g28180","0.728101","0.0"
"LOC_Os01g08420","LOC_Os08g28190","0.828049","0.0"
"LOC_Os01g08420","LOC_Os08g28690","0.807395","0.0"
"LOC_Os01g08420","LOC_Os08g29124","0.881657","0.0"
"LOC_Os01g08420","LOC_Os08g29730","0.860867","0.0"
"LOC_Os01g08420","LOC_Os08g31470","0.790864","0.0"
"LOC_Os01g08420","LOC_Os08g32100","0.784309","0.0"
"LOC_Os01g08420","LOC_Os08g32570","0.729377","0.0"
"LOC_Os01g08420","LOC_Os08g32850","0.716247","0.0"
"LOC_Os01g08420","LOC_Os08g33076","0.752763","0.0"
"LOC_Os01g08420","LOC_Os08g33082","0.821096","0.0"
"LOC_Os01g08420","LOC_Os08g33120","0.753108","0.0"
"LOC_Os01g08420","LOC_Os08g33140","0.708195","1.5E-44"
"LOC_Os01g08420","LOC_Os08g33320","0.770108","0.0"
"LOC_Os01g08420","LOC_Os08g33330","0.720332","0.0"
"LOC_Os01g08420","LOC_Os08g33830","0.857563","0.0"
"LOC_Os01g08420","LOC_Os08g33850","0.743575","0.0"
"LOC_Os01g08420","LOC_Os08g34300","0.741354","0.0"
"LOC_Os01g08420","LOC_Os08g34740","0.7011","2.58E-43"
"LOC_Os01g08420","LOC_Os08g34879","0.75663","0.0"
"LOC_Os01g08420","LOC_Os08g34950","0.860753","0.0"
"LOC_Os01g08420","LOC_Os08g35000","0.736329","0.0"
"LOC_Os01g08420","LOC_Os08g35870","0.798509","0.0"
"LOC_Os01g08420","LOC_Os08g35880","0.712352","2.8E-45"
"LOC_Os01g08420","LOC_Os08g35900","0.845435","0.0"
"LOC_Os01g08420","LOC_Os08g35930","0.781308","0.0"
"LOC_Os01g08420","LOC_Os08g36980","0.763926","0.0"
"LOC_Os01g08420","LOC_Os08g36994","0.723684","0.0"
"LOC_Os01g08420","LOC_Os08g37260","0.709338","9.8E-45"
"LOC_Os01g08420","LOC_Os08g37310","0.736787","0.0"
"LOC_Os01g08420","LOC_Os08g37350","0.860902","0.0"
"LOC_Os01g08420","LOC_Os08g37380","0.769978","0.0"
"LOC_Os01g08420","LOC_Os08g37480","0.711755","4.2E-45"
"LOC_Os01g08420","LOC_Os08g37610","0.723255","0.0"
"LOC_Os01g08420","LOC_Os08g37720","0.715632","1.4E-45"
"LOC_Os01g08420","LOC_Os08g37780","0.726195","0.0"
"LOC_Os01g08420","LOC_Os08g37904","0.705593","4.3E-44"
"LOC_Os01g08420","LOC_Os08g38310","0.777111","0.0"
"LOC_Os01g08420","LOC_Os08g38620","0.819458","0.0"
"LOC_Os01g08420","LOC_Os08g39080","0.794589","0.0"
"LOC_Os01g08420","LOC_Os08g39310","0.730353","0.0"
"LOC_Os01g08420","LOC_Os08g39630","0.748463","0.0"
"LOC_Os01g08420","LOC_Os08g39880","0.707237","2.24E-44"
"LOC_Os01g08420","LOC_Os08g39960","0.748759","0.0"
"LOC_Os01g08420","LOC_Os08g40150","0.72321","0.0"
"LOC_Os01g08420","LOC_Os08g40530","0.766374","0.0"
"LOC_Os01g08420","LOC_Os08g40560","0.726245","0.0"
"LOC_Os01g08420","LOC_Os08g40790","0.785748","0.0"
"LOC_Os01g08420","LOC_Os08g40860","0.715185","1.4E-45"
"LOC_Os01g08420","LOC_Os08g41010","0.804208","0.0"
"LOC_Os01g08420","LOC_Os08g41420","0.822143","0.0"
"LOC_Os01g08420","LOC_Os08g42010","0.744432","0.0"
"LOC_Os01g08420","LOC_Os08g42310","0.792166","0.0"
"LOC_Os01g08420","LOC_Os08g42540","0.816341","0.0"
"LOC_Os01g08420","LOC_Os08g42740","0.748785","0.0"
"LOC_Os01g08420","LOC_Os08g43170","0.729748","0.0"
"LOC_Os01g08420","LOC_Os08g43360","0.751049","0.0"
"LOC_Os01g08420","LOC_Os08g43640","0.709557","8.4E-45"
"LOC_Os01g08420","LOC_Os08g44560","0.874156","0.0"
"LOC_Os01g08420","LOC_Os08g44820","0.717993","0.0"
"LOC_Os01g08420","LOC_Os08g44860","0.73298","0.0"
"LOC_Os01g08420","LOC_Os08g45240","0.741512","0.0"
"LOC_Os01g08420","LOC_Os09g01620","0.717753","0.0"
"LOC_Os01g08420","LOC_Os09g02400","0.77717","0.0"
"LOC_Os01g08420","LOC_Os09g03210","0.77743","0.0"
"LOC_Os01g08420","LOC_Os09g03310","0.756894","0.0"
"LOC_Os01g08420","LOC_Os09g03610","0.836627","0.0"
"LOC_Os01g08420","LOC_Os09g04210","0.787528","0.0"
"LOC_Os01g08420","LOC_Os09g04300","0.837001","0.0"
"LOC_Os01g08420","LOC_Os09g04450","0.727432","0.0"
"LOC_Os01g08420","LOC_Os09g04504","0.724334","0.0"
"LOC_Os01g08420","LOC_Os09g04790","0.730927","0.0"
"LOC_Os01g08420","LOC_Os09g04810","0.755491","0.0"
"LOC_Os01g08420","LOC_Os09g04880","0.716315","0.0"
"LOC_Os01g08420","LOC_Os09g04890","0.825996","0.0"
"LOC_Os01g08420","LOC_Os09g04924","0.740465","0.0"
"LOC_Os01g08420","LOC_Os09g04995","0.824382","0.0"
"LOC_Os01g08420","LOC_Os09g06634","0.762407","0.0"
"LOC_Os01g08420","LOC_Os09g07900","0.769205","0.0"
"LOC_Os01g08420","LOC_Os09g10710","0.735449","0.0"
"LOC_Os01g08420","LOC_Os09g10930","0.749813","0.0"
"LOC_Os01g08420","LOC_Os09g11270","0.801183","0.0"
"LOC_Os01g08420","LOC_Os09g11450","0.774312","0.0"
"LOC_Os01g08420","LOC_Os09g12550","0.764346","0.0"
"LOC_Os01g08420","LOC_Os09g12730","0.793407","0.0"
"LOC_Os01g08420","LOC_Os09g12800","0.774234","0.0"
"LOC_Os01g08420","LOC_Os09g13610","0.821485","0.0"
"LOC_Os01g08420","LOC_Os09g13630","0.886721","0.0"
"LOC_Os01g08420","LOC_Os09g14019","0.828454","0.0"
"LOC_Os01g08420","LOC_Os09g15750","0.815","0.0"
"LOC_Os01g08420","LOC_Os09g15760","0.7035","1.01E-43"
"LOC_Os01g08420","LOC_Os09g16714","0.811499","0.0"
"LOC_Os01g08420","LOC_Os09g17049","0.805602","0.0"
"LOC_Os01g08420","LOC_Os09g17750","0.715561","1.4E-45"
"LOC_Os01g08420","LOC_Os09g17870","0.739809","0.0"
"LOC_Os01g08420","LOC_Os09g19700","0.722575","0.0"
"LOC_Os01g08420","LOC_Os09g19850","0.713575","1.4E-45"
"LOC_Os01g08420","LOC_Os09g19890","0.712997","2.8E-45"
"LOC_Os01g08420","LOC_Os09g21520","0.704171","7.7E-44"
"LOC_Os01g08420","LOC_Os09g22280","0.701864","1.9E-43"
"LOC_Os01g08420","LOC_Os09g22450","0.74964","0.0"
"LOC_Os01g08420","LOC_Os09g22500","0.771973","0.0"
"LOC_Os01g08420","LOC_Os09g22540","0.732417","0.0"
"LOC_Os01g08420","LOC_Os09g23070","0.760908","0.0"
"LOC_Os01g08420","LOC_Os09g23650","0.712245","2.8E-45"
"LOC_Os01g08420","LOC_Os09g24250","0.742335","0.0"
"LOC_Os01g08420","LOC_Os09g24440","0.898394","0.0"
"LOC_Os01g08420","LOC_Os09g24660","0.7383","0.0"
"LOC_Os01g08420","LOC_Os09g25370","0.818774","0.0"
"LOC_Os01g08420","LOC_Os09g26004","0.79736","0.0"
"LOC_Os01g08420","LOC_Os09g26390","0.73174","0.0"
"LOC_Os01g08420","LOC_Os09g26540","0.838733","0.0"
"LOC_Os01g08420","LOC_Os09g26550","0.719645","0.0"
"LOC_Os01g08420","LOC_Os09g26560","0.7581","0.0"
"LOC_Os01g08420","LOC_Os09g27070","0.724868","0.0"
"LOC_Os01g08420","LOC_Os09g27610","0.703251","1.11E-43"
"LOC_Os01g08420","LOC_Os09g27900","0.711238","4.2E-45"
"LOC_Os01g08420","LOC_Os09g28040","0.754649","0.0"
"LOC_Os01g08420","LOC_Os09g28590","0.76126","0.0"
"LOC_Os01g08420","LOC_Os09g29190","0.803036","0.0"
"LOC_Os01g08420","LOC_Os09g29980","0.746723","0.0"
"LOC_Os01g08420","LOC_Os09g31470","0.715677","1.4E-45"
"LOC_Os01g08420","LOC_Os09g32020","0.836451","0.0"
"LOC_Os01g08420","LOC_Os09g32680","0.754715","0.0"
"LOC_Os01g08420","LOC_Os09g32700","0.730062","0.0"
"LOC_Os01g08420","LOC_Os09g32710","0.727388","0.0"
"LOC_Os01g08420","LOC_Os09g32750","0.810119","0.0"
"LOC_Os01g08420","LOC_Os09g32940","0.772114","0.0"
"LOC_Os01g08420","LOC_Os09g33510","0.854442","0.0"
"LOC_Os01g08420","LOC_Os09g33620","0.710701","5.6E-45"
"LOC_Os01g08420","LOC_Os09g33970","0.768277","0.0"
"LOC_Os01g08420","LOC_Os09g34060","0.722806","0.0"
"LOC_Os01g08420","LOC_Os09g34070","0.801262","0.0"
"LOC_Os01g08420","LOC_Os09g34985","0.719888","0.0"
"LOC_Os01g08420","LOC_Os09g35710","0.823861","0.0"
"LOC_Os01g08420","LOC_Os09g36460","0.727051","0.0"
"LOC_Os01g08420","LOC_Os09g36480","0.734951","0.0"
"LOC_Os01g08420","LOC_Os09g36530","0.712457","2.8E-45"
"LOC_Os01g08420","LOC_Os09g37760","0.810613","0.0"
"LOC_Os01g08420","LOC_Os09g37930","0.750558","0.0"
"LOC_Os01g08420","LOC_Os09g38410","0.749501","0.0"
"LOC_Os01g08420","LOC_Os09g38500","0.767901","0.0"
"LOC_Os01g08420","LOC_Os09g38790","0.82802","0.0"
"LOC_Os01g08420","LOC_Os09g38980","0.723603","0.0"
"LOC_Os01g08420","LOC_Os09g39320","0.788704","0.0"
"LOC_Os01g08420","LOC_Os09g39462","0.847548","0.0"
"LOC_Os01g08420","LOC_Os09g39700","0.80729","0.0"
"LOC_Os01g08420","LOC_Os09g39980","0.817208","0.0"
"LOC_Os01g08420","LOC_Os09g40000","0.772726","0.0"
"LOC_Os01g08420","LOC_Os10g02630","0.708173","1.5E-44"
"LOC_Os01g08420","LOC_Os10g02930","0.706483","3.1E-44"
"LOC_Os01g08420","LOC_Os10g02980","0.837007","0.0"
"LOC_Os01g08420","LOC_Os10g03830","0.720854","0.0"
"LOC_Os01g08420","LOC_Os10g04342","0.835186","0.0"
"LOC_Os01g08420","LOC_Os10g04580","0.724837","0.0"
"LOC_Os01g08420","LOC_Os10g04610","0.7415","0.0"
"LOC_Os01g08420","LOC_Os10g06130","0.705489","4.6E-44"
"LOC_Os01g08420","LOC_Os10g07270","0.886928","0.0"
"LOC_Os01g08420","LOC_Os10g08570","0.815767","0.0"
"LOC_Os01g08420","LOC_Os10g09200","0.711157","4.2E-45"
"LOC_Os01g08420","LOC_Os10g10244","0.701798","1.96E-43"
"LOC_Os01g08420","LOC_Os10g11110","0.748203","0.0"
"LOC_Os01g08420","LOC_Os10g16990","0.821543","0.0"
"LOC_Os01g08420","LOC_Os10g18364","0.707931","1.7E-44"
"LOC_Os01g08420","LOC_Os10g19860","0.850728","0.0"
"LOC_Os01g08420","LOC_Os10g19880","0.768057","0.0"
"LOC_Os01g08420","LOC_Os10g20310","0.730919","0.0"
"LOC_Os01g08420","LOC_Os10g21000","0.767068","0.0"
"LOC_Os01g08420","LOC_Os10g21810","0.754998","0.0"
"LOC_Os01g08420","LOC_Os10g22950","0.749119","0.0"
"LOC_Os01g08420","LOC_Os10g24070","0.841756","0.0"
"LOC_Os01g08420","LOC_Os10g24094","0.775126","0.0"
"LOC_Os01g08420","LOC_Os10g25300","0.783477","0.0"
"LOC_Os01g08420","LOC_Os10g25680","0.885547","0.0"
"LOC_Os01g08420","LOC_Os10g26400","0.770788","0.0"
"LOC_Os01g08420","LOC_Os10g26660","0.707762","1.8E-44"
"LOC_Os01g08420","LOC_Os10g26859","0.82363","0.0"
"LOC_Os01g08420","LOC_Os10g26990","0.718368","0.0"
"LOC_Os01g08420","LOC_Os10g27220","0.79297","0.0"
"LOC_Os01g08420","LOC_Os10g27230","0.728156","0.0"
"LOC_Os01g08420","LOC_Os10g27274","0.776829","0.0"
"LOC_Os01g08420","LOC_Os10g27300","0.700779","2.91E-43"
"LOC_Os01g08420","LOC_Os10g28020","0.762078","0.0"
"LOC_Os01g08420","LOC_Os10g28710","0.7577","0.0"
"LOC_Os01g08420","LOC_Os10g29274","0.789172","0.0"
"LOC_Os01g08420","LOC_Os10g29530","0.769644","0.0"
"LOC_Os01g08420","LOC_Os10g29560","0.796672","0.0"
"LOC_Os01g08420","LOC_Os10g30370","0.801614","0.0"
"LOC_Os01g08420","LOC_Os10g30951","0.701891","1.89E-43"
"LOC_Os01g08420","LOC_Os10g30970","0.803353","0.0"
"LOC_Os01g08420","LOC_Os10g31770","0.732394","0.0"
"LOC_Os01g08420","LOC_Os10g31820","0.770279","0.0"
"LOC_Os01g08420","LOC_Os10g31970","0.819809","0.0"
"LOC_Os01g08420","LOC_Os10g32710","0.758639","0.0"
"LOC_Os01g08420","LOC_Os10g32730","0.70128","2.4E-43"
"LOC_Os01g08420","LOC_Os10g32960","0.76859","0.0"
"LOC_Os01g08420","LOC_Os10g33275","0.850971","0.0"
"LOC_Os01g08420","LOC_Os10g33680","0.802199","0.0"
"LOC_Os01g08420","LOC_Os10g33710","0.788769","0.0"
"LOC_Os01g08420","LOC_Os10g33840","0.753474","0.0"
"LOC_Os01g08420","LOC_Os10g33874","0.766444","0.0"
"LOC_Os01g08420","LOC_Os10g33930","0.786788","0.0"
"LOC_Os01g08420","LOC_Os10g34350","0.737469","0.0"
"LOC_Os01g08420","LOC_Os10g34380","0.774249","0.0"
"LOC_Os01g08420","LOC_Os10g34400","0.715199","1.4E-45"
"LOC_Os01g08420","LOC_Os10g34710","0.73878","0.0"
"LOC_Os01g08420","LOC_Os10g35000","0.765433","0.0"
"LOC_Os01g08420","LOC_Os10g35200","0.710567","5.6E-45"
"LOC_Os01g08420","LOC_Os10g35210","0.768001","0.0"
"LOC_Os01g08420","LOC_Os10g35250","0.714398","1.4E-45"
"LOC_Os01g08420","LOC_Os10g35260","0.712248","2.8E-45"
"LOC_Os01g08420","LOC_Os10g35380","0.752817","0.0"
"LOC_Os01g08420","LOC_Os10g35444","0.809846","0.0"
"LOC_Os01g08420","LOC_Os10g35570","0.790435","0.0"
"LOC_Os01g08420","LOC_Os10g35850","0.757382","0.0"
"LOC_Os01g08420","LOC_Os10g35990","0.714986","1.4E-45"
"LOC_Os01g08420","LOC_Os10g36250","0.729822","0.0"
"LOC_Os01g08420","LOC_Os10g36370","0.808826","0.0"
"LOC_Os01g08420","LOC_Os10g37280","0.751716","0.0"
"LOC_Os01g08420","LOC_Os10g38890","0.72308","0.0"
"LOC_Os01g08420","LOC_Os10g39760","0.712177","2.8E-45"
"LOC_Os01g08420","LOC_Os10g39900","0.725528","0.0"
"LOC_Os01g08420","LOC_Os10g40580","0.776001","0.0"
"LOC_Os01g08420","LOC_Os10g40790","0.734621","0.0"
"LOC_Os01g08420","LOC_Os10g41590","0.838988","0.0"
"LOC_Os01g08420","LOC_Os10g42196","0.788522","0.0"
"LOC_Os01g08420","LOC_Os10g42720","0.737755","0.0"
"LOC_Os01g08420","LOC_Os10g42870","0.718475","0.0"
"LOC_Os01g08420","LOC_Os10g43075","0.715744","1.4E-45"
"LOC_Os01g08420","LOC_Os11g01074","0.803686","0.0"
"LOC_Os01g08420","LOC_Os11g01154","0.748107","0.0"
"LOC_Os01g08420","LOC_Os11g01220","0.882627","0.0"
"LOC_Os01g08420","LOC_Os11g01270","0.811305","0.0"
"LOC_Os01g08420","LOC_Os11g01280","0.766045","0.0"
"LOC_Os01g08420","LOC_Os11g01869","0.711957","2.8E-45"
"LOC_Os01g08420","LOC_Os11g01872","0.823525","0.0"
"LOC_Os01g08420","LOC_Os11g01880","0.701924","1.86E-43"
"LOC_Os01g08420","LOC_Os11g01890","0.709385","9.8E-45"
"LOC_Os01g08420","LOC_Os11g02180","0.757482","0.0"
"LOC_Os01g08420","LOC_Os11g02190","0.736383","0.0"
"LOC_Os01g08420","LOC_Os11g02660","0.745285","0.0"
"LOC_Os01g08420","LOC_Os11g03050","0.716942","0.0"
"LOC_Os01g08420","LOC_Os11g03570","0.814169","0.0"
"LOC_Os01g08420","LOC_Os11g03630","0.7341","0.0"
"LOC_Os01g08420","LOC_Os11g03734","0.784213","0.0"
"LOC_Os01g08420","LOC_Os11g04295","0.729071","0.0"
"LOC_Os01g08420","LOC_Os11g04500","0.733682","0.0"
"LOC_Os01g08420","LOC_Os11g04670","0.773065","0.0"
"LOC_Os01g08420","LOC_Os11g05090","0.70479","6.0E-44"
"LOC_Os01g08420","LOC_Os11g05394","0.72321","0.0"
"LOC_Os01g08420","LOC_Os11g05990","0.71119","4.2E-45"
"LOC_Os01g08420","LOC_Os11g06320","0.742329","0.0"
"LOC_Os01g08420","LOC_Os11g06930","0.729656","0.0"
"LOC_Os01g08420","LOC_Os11g07100","0.708565","1.4E-44"
"LOC_Os01g08420","LOC_Os11g07490","0.833347","0.0"
"LOC_Os01g08420","LOC_Os11g07860","0.705124","5.3E-44"
"LOC_Os01g08420","LOC_Os11g07970","0.758537","0.0"
"LOC_Os01g08420","LOC_Os11g08590","0.704564","6.6E-44"
"LOC_Os01g08420","LOC_Os11g08660","0.702015","1.81E-43"
"LOC_Os01g08420","LOC_Os11g09110","0.797994","0.0"
"LOC_Os01g08420","LOC_Os11g09979","0.76308","0.0"
"LOC_Os01g08420","LOC_Os11g10060","0.732722","0.0"
"LOC_Os01g08420","LOC_Os11g10070","0.805001","0.0"
"LOC_Os01g08420","LOC_Os11g10420","0.800457","0.0"
"LOC_Os01g08420","LOC_Os11g11100","0.739323","0.0"
"LOC_Os01g08420","LOC_Os11g13694","0.734331","0.0"
"LOC_Os01g08420","LOC_Os11g13800","0.804956","0.0"
"LOC_Os01g08420","LOC_Os11g14230","0.843617","0.0"
"LOC_Os01g08420","LOC_Os11g15010","0.778361","0.0"
"LOC_Os01g08420","LOC_Os11g16540","0.742112","0.0"
"LOC_Os01g08420","LOC_Os11g17290","0.705647","4.3E-44"
"LOC_Os01g08420","LOC_Os11g17530","0.718207","0.0"
"LOC_Os01g08420","LOC_Os11g19130","0.731917","0.0"
"LOC_Os01g08420","LOC_Os11g19250","0.709383","9.8E-45"
"LOC_Os01g08420","LOC_Os11g19800","0.775529","0.0"
"LOC_Os01g08420","LOC_Os11g20310","0.787933","0.0"
"LOC_Os01g08420","LOC_Os11g22396","0.788716","0.0"
"LOC_Os01g08420","LOC_Os11g24560","0.733774","0.0"
"LOC_Os01g08420","LOC_Os11g25130","0.759459","0.0"
"LOC_Os01g08420","LOC_Os11g26594","0.756776","0.0"
"LOC_Os01g08420","LOC_Os11g28365","0.767428","0.0"
"LOC_Os01g08420","LOC_Os11g28990","0.731923","0.0"
"LOC_Os01g08420","LOC_Os11g29120","0.726727","0.0"
"LOC_Os01g08420","LOC_Os11g29200","0.742087","0.0"
"LOC_Os01g08420","LOC_Os11g29850","0.79979","0.0"
"LOC_Os01g08420","LOC_Os11g29900","0.707525","2.0E-44"
"LOC_Os01g08420","LOC_Os11g30410","0.788539","0.0"
"LOC_Os01g08420","LOC_Os11g32360","0.751446","0.0"
"LOC_Os01g08420","LOC_Os11g32810","0.797129","0.0"
"LOC_Os01g08420","LOC_Os11g32870","0.759177","0.0"
"LOC_Os01g08420","LOC_Os11g33330","0.76312","0.0"
"LOC_Os01g08420","LOC_Os11g34150","0.790328","0.0"
"LOC_Os01g08420","LOC_Os11g34230","0.731138","0.0"
"LOC_Os01g08420","LOC_Os11g34270","0.745923","0.0"
"LOC_Os01g08420","LOC_Os11g34300","0.718517","0.0"
"LOC_Os01g08420","LOC_Os11g34305","0.759568","0.0"
"LOC_Os01g08420","LOC_Os11g34310","0.813282","0.0"
"LOC_Os01g08420","LOC_Os11g34370","0.714834","1.4E-45"
"LOC_Os01g08420","LOC_Os11g34750","0.784522","0.0"
"LOC_Os01g08420","LOC_Os11g34790","0.708966","1.1E-44"
"LOC_Os01g08420","LOC_Os11g34820","0.802732","0.0"
"LOC_Os01g08420","LOC_Os11g34850","0.705334","4.9E-44"
"LOC_Os01g08420","LOC_Os11g34860","0.85339","0.0"
"LOC_Os01g08420","LOC_Os11g34910","0.744347","0.0"
"LOC_Os01g08420","LOC_Os11g35420","0.737741","0.0"
"LOC_Os01g08420","LOC_Os11g35425","0.712981","2.8E-45"
"LOC_Os01g08420","LOC_Os11g35870","0.711242","4.2E-45"
"LOC_Os01g08420","LOC_Os11g36470","0.840237","0.0"
"LOC_Os01g08420","LOC_Os11g36480","0.753625","0.0"
"LOC_Os01g08420","LOC_Os11g36830","0.72333","0.0"
"LOC_Os01g08420","LOC_Os11g37540","0.706933","2.5E-44"
"LOC_Os01g08420","LOC_Os11g38000","0.760383","0.0"
"LOC_Os01g08420","LOC_Os11g38670","0.730162","0.0"
"LOC_Os01g08420","LOC_Os11g39209","0.720667","0.0"
"LOC_Os01g08420","LOC_Os11g39430","0.710777","5.6E-45"
"LOC_Os01g08420","LOC_Os11g41820","0.755372","0.0"
"LOC_Os01g08420","LOC_Os11g42000","0.81667","0.0"
"LOC_Os01g08420","LOC_Os11g43895","0.713928","1.4E-45"
"LOC_Os01g08420","LOC_Os11g43934","0.811022","0.0"
"LOC_Os01g08420","LOC_Os11g43970","0.75453","0.0"
"LOC_Os01g08420","LOC_Os11g48020","0.761566","0.0"
"LOC_Os01g08420","LOC_Os11g48090","0.823316","0.0"
"LOC_Os01g08420","LOC_Os12g01060","0.766374","0.0"
"LOC_Os01g08420","LOC_Os12g01160","0.742702","0.0"
"LOC_Os01g08420","LOC_Os12g01190","0.789676","0.0"
"LOC_Os01g08420","LOC_Os12g01240","0.75458","0.0"
"LOC_Os01g08420","LOC_Os12g01290","0.71165","4.2E-45"
"LOC_Os01g08420","LOC_Os12g01922","0.833518","0.0"
"LOC_Os01g08420","LOC_Os12g01940","0.708836","1.3E-44"
"LOC_Os01g08420","LOC_Os12g01950","0.714633","1.4E-45"
"LOC_Os01g08420","LOC_Os12g02100","0.760829","0.0"
"LOC_Os01g08420","LOC_Os12g02120","0.829821","0.0"
"LOC_Os01g08420","LOC_Os12g02130","0.750279","0.0"
"LOC_Os01g08420","LOC_Os12g02260","0.706322","3.2E-44"
"LOC_Os01g08420","LOC_Os12g02385","0.722976","0.0"
"LOC_Os01g08420","LOC_Os12g02660","0.74622","0.0"
"LOC_Os01g08420","LOC_Os12g02820","0.763904","0.0"
"LOC_Os01g08420","LOC_Os12g02950","0.823906","0.0"
"LOC_Os01g08420","LOC_Os12g03340","0.851737","0.0"
"LOC_Os01g08420","LOC_Os12g03400","0.812232","0.0"
"LOC_Os01g08420","LOC_Os12g03500","0.772819","0.0"
"LOC_Os01g08420","LOC_Os12g04270","0.739608","0.0"
"LOC_Os01g08420","LOC_Os12g04290","0.800905","0.0"
"LOC_Os01g08420","LOC_Os12g04440","0.747955","0.0"
"LOC_Os01g08420","LOC_Os12g04750","0.707995","1.7E-44"
"LOC_Os01g08420","LOC_Os12g04880","0.773935","0.0"
"LOC_Os01g08420","LOC_Os12g05920","0.729422","0.0"
"LOC_Os01g08420","LOC_Os12g06670","0.708989","1.1E-44"
"LOC_Os01g08420","LOC_Os12g07020","0.735627","0.0"
"LOC_Os01g08420","LOC_Os12g07180","0.700397","3.39E-43"
"LOC_Os01g08420","LOC_Os12g07450","0.763901","0.0"
"LOC_Os01g08420","LOC_Os12g07680","0.732589","0.0"
"LOC_Os01g08420","LOC_Os12g08020","0.706321","3.2E-44"
"LOC_Os01g08420","LOC_Os12g08740","0.770839","0.0"
"LOC_Os01g08420","LOC_Os12g09000","0.741013","0.0"
"LOC_Os01g08420","LOC_Os12g09584","0.758688","0.0"
"LOC_Os01g08420","LOC_Os12g09610","0.781731","0.0"
"LOC_Os01g08420","LOC_Os12g10190","0.702853","1.3E-43"
"LOC_Os01g08420","LOC_Os12g10200","0.737816","0.0"
"LOC_Os01g08420","LOC_Os12g10700","0.835017","0.0"
"LOC_Os01g08420","LOC_Os12g12740","0.736461","0.0"
"LOC_Os01g08420","LOC_Os12g13130","0.790585","0.0"
"LOC_Os01g08420","LOC_Os12g13170","0.844752","0.0"
"LOC_Os01g08420","LOC_Os12g13174","0.791149","0.0"
"LOC_Os01g08420","LOC_Os12g13295","0.706276","3.4E-44"
"LOC_Os01g08420","LOC_Os12g15222","0.765971","0.0"
"LOC_Os01g08420","LOC_Os12g16350","0.86466","0.0"
